Adres => Niepoprawny adres IPv4! 
126.198.129.4/32 => Duplikacja prefix w pliku 
126.198.129.4/32 => Duplikacja prefix w pliku 
126.198.129.4/32 => Duplikacja prefix w pliku 
126.198.129.4/32 => Duplikacja prefix w pliku 
126.198.129.4/32 => Duplikacja prefix w pliku 
126.198.129.5/32 => Duplikacja prefix w pliku 
126.198.129.5/32 => Duplikacja prefix w pliku 
126.198.129.5/32 => Duplikacja prefix w pliku 
126.198.129.5/32 => Duplikacja prefix w pliku 
126.198.129.5/32 => Duplikacja prefix w pliku 
126.198.129.7/32 => Duplikacja prefix w pliku 
126.198.129.7/32 => Duplikacja prefix w pliku 
126.198.129.7/32 => Duplikacja prefix w pliku 
126.198.129.7/32 => Duplikacja prefix w pliku 
126.198.129.7/32 => Duplikacja prefix w pliku 
126.198.129.1/32 => Duplikacja prefix w pliku 
126.198.129.1/32 => Duplikacja prefix w pliku 
126.198.129.1/32 => Duplikacja prefix w pliku 
126.198.129.1/32 => Duplikacja prefix w pliku 
126.198.129.1/32 => Duplikacja prefix w pliku 
126.198.129.2/32 => Duplikacja prefix w pliku 
126.198.129.2/32 => Duplikacja prefix w pliku 
126.198.129.2/32 => Duplikacja prefix w pliku 
126.198.129.2/32 => Duplikacja prefix w pliku 
126.198.129.2/32 => Duplikacja prefix w pliku 
126.198.129.3/32 => Duplikacja prefix w pliku 
126.198.129.3/32 => Duplikacja prefix w pliku 
126.198.129.3/32 => Duplikacja prefix w pliku 
126.198.129.3/32 => Duplikacja prefix w pliku 
126.198.129.3/32 => Duplikacja prefix w pliku 
126.198.129.6/32 => Duplikacja prefix w pliku 
126.198.129.6/32 => Duplikacja prefix w pliku 
126.198.129.6/32 => Duplikacja prefix w pliku 
126.198.129.6/32 => Duplikacja prefix w pliku 
126.198.129.6/32 => Duplikacja prefix w pliku 
172.20.152.0/26 => Duplikacja prefix w pliku 
172.20.152.0/26 => Duplikacja prefix w pliku 
172.20.152.0/26 => Duplikacja prefix w pliku 
172.20.152.0/26 => Duplikacja prefix w pliku 
172.20.152.0/26 => Duplikacja prefix w pliku 
172.20.152.128/26 => Duplikacja prefix w pliku 
172.20.152.128/26 => Duplikacja prefix w pliku 
172.20.152.128/26 => Duplikacja prefix w pliku 
172.20.152.128/26 => Duplikacja prefix w pliku 
172.20.152.128/26 => Duplikacja prefix w pliku 
172.21.31.128/27 => Duplikacja prefix w pliku 
172.21.31.128/27 => Duplikacja prefix w pliku 
172.21.31.128/27 => Duplikacja prefix w pliku 
172.21.31.128/27 => Duplikacja prefix w pliku 
172.21.31.128/27 => Duplikacja prefix w pliku 
172.21.159.128/27 => Duplikacja prefix w pliku 
172.21.159.128/27 => Duplikacja prefix w pliku 
172.21.159.128/27 => Duplikacja prefix w pliku 
172.21.159.128/27 => Duplikacja prefix w pliku 
172.21.159.128/27 => Duplikacja prefix w pliku 
172.21.159.128/32 => Duplikacja prefix w pliku 
172.21.159.128/32 => Duplikacja prefix w pliku 
172.21.159.128/32 => Duplikacja prefix w pliku 
172.21.159.128/32 => Duplikacja prefix w pliku 
172.21.159.128/32 => Duplikacja prefix w pliku 
172.21.159.129/32 => Duplikacja prefix w pliku 
172.21.159.129/32 => Duplikacja prefix w pliku 
172.21.159.129/32 => Duplikacja prefix w pliku 
172.21.159.129/32 => Duplikacja prefix w pliku 
172.21.159.129/32 => Duplikacja prefix w pliku 
172.21.159.130/32 => Duplikacja prefix w pliku 
172.21.159.130/32 => Duplikacja prefix w pliku 
172.21.159.130/32 => Duplikacja prefix w pliku 
172.21.159.130/32 => Duplikacja prefix w pliku 
172.21.159.130/32 => Duplikacja prefix w pliku 
172.21.159.131/32 => Duplikacja prefix w pliku 
172.21.159.131/32 => Duplikacja prefix w pliku 
172.21.159.131/32 => Duplikacja prefix w pliku 
172.21.159.131/32 => Duplikacja prefix w pliku 
172.21.159.131/32 => Duplikacja prefix w pliku 
172.21.159.132/32 => Duplikacja prefix w pliku 
172.21.159.132/32 => Duplikacja prefix w pliku 
172.21.159.132/32 => Duplikacja prefix w pliku 
172.21.159.132/32 => Duplikacja prefix w pliku 
172.21.159.132/32 => Duplikacja prefix w pliku 
172.21.159.133/32 => Duplikacja prefix w pliku 
172.21.159.133/32 => Duplikacja prefix w pliku 
172.21.159.133/32 => Duplikacja prefix w pliku 
172.21.159.133/32 => Duplikacja prefix w pliku 
172.21.159.133/32 => Duplikacja prefix w pliku 
172.21.159.134/32 => Duplikacja prefix w pliku 
172.21.159.134/32 => Duplikacja prefix w pliku 
172.21.159.134/32 => Duplikacja prefix w pliku 
172.21.159.134/32 => Duplikacja prefix w pliku 
172.21.159.134/32 => Duplikacja prefix w pliku 
172.21.159.135/32 => Duplikacja prefix w pliku 
172.21.159.135/32 => Duplikacja prefix w pliku 
172.21.159.135/32 => Duplikacja prefix w pliku 
172.21.159.135/32 => Duplikacja prefix w pliku 
172.21.159.135/32 => Duplikacja prefix w pliku 
172.21.159.136/32 => Duplikacja prefix w pliku 
172.21.159.136/32 => Duplikacja prefix w pliku 
172.21.159.136/32 => Duplikacja prefix w pliku 
172.21.159.136/32 => Duplikacja prefix w pliku 
172.21.159.136/32 => Duplikacja prefix w pliku 
172.21.159.137/32 => Duplikacja prefix w pliku 
172.21.159.137/32 => Duplikacja prefix w pliku 
172.21.159.137/32 => Duplikacja prefix w pliku 
172.21.159.137/32 => Duplikacja prefix w pliku 
172.21.159.137/32 => Duplikacja prefix w pliku 
172.21.159.138/32 => Duplikacja prefix w pliku 
172.21.159.138/32 => Duplikacja prefix w pliku 
172.21.159.138/32 => Duplikacja prefix w pliku 
172.21.159.138/32 => Duplikacja prefix w pliku 
172.21.159.138/32 => Duplikacja prefix w pliku 
172.21.159.139/32 => Duplikacja prefix w pliku 
172.21.159.139/32 => Duplikacja prefix w pliku 
172.21.159.139/32 => Duplikacja prefix w pliku 
172.21.159.139/32 => Duplikacja prefix w pliku 
172.21.159.139/32 => Duplikacja prefix w pliku 
172.21.159.140/32 => Duplikacja prefix w pliku 
172.21.159.140/32 => Duplikacja prefix w pliku 
172.21.159.140/32 => Duplikacja prefix w pliku 
172.21.159.140/32 => Duplikacja prefix w pliku 
172.21.159.140/32 => Duplikacja prefix w pliku 
172.21.159.141/32 => Duplikacja prefix w pliku 
172.21.159.141/32 => Duplikacja prefix w pliku 
172.21.159.141/32 => Duplikacja prefix w pliku 
172.21.159.141/32 => Duplikacja prefix w pliku 
172.21.159.141/32 => Duplikacja prefix w pliku 
172.21.159.142/32 => Duplikacja prefix w pliku 
172.21.159.142/32 => Duplikacja prefix w pliku 
172.21.159.142/32 => Duplikacja prefix w pliku 
172.21.159.142/32 => Duplikacja prefix w pliku 
172.21.159.142/32 => Duplikacja prefix w pliku 
172.21.159.143/32 => Duplikacja prefix w pliku 
172.21.159.143/32 => Duplikacja prefix w pliku 
172.21.159.143/32 => Duplikacja prefix w pliku 
172.21.159.143/32 => Duplikacja prefix w pliku 
172.21.159.143/32 => Duplikacja prefix w pliku 
172.21.159.144/32 => Duplikacja prefix w pliku 
172.21.159.144/32 => Duplikacja prefix w pliku 
172.21.159.144/32 => Duplikacja prefix w pliku 
172.21.159.144/32 => Duplikacja prefix w pliku 
172.21.159.144/32 => Duplikacja prefix w pliku 
172.21.159.145/32 => Duplikacja prefix w pliku 
172.21.159.145/32 => Duplikacja prefix w pliku 
172.21.159.145/32 => Duplikacja prefix w pliku 
172.21.159.145/32 => Duplikacja prefix w pliku 
172.21.159.145/32 => Duplikacja prefix w pliku 
172.21.159.146/32 => Duplikacja prefix w pliku 
172.21.159.146/32 => Duplikacja prefix w pliku 
172.21.159.146/32 => Duplikacja prefix w pliku 
172.21.159.146/32 => Duplikacja prefix w pliku 
172.21.159.146/32 => Duplikacja prefix w pliku 
172.21.159.147/32 => Duplikacja prefix w pliku 
172.21.159.147/32 => Duplikacja prefix w pliku 
172.21.159.147/32 => Duplikacja prefix w pliku 
172.21.159.147/32 => Duplikacja prefix w pliku 
172.21.159.147/32 => Duplikacja prefix w pliku 
172.21.159.148/32 => Duplikacja prefix w pliku 
172.21.159.148/32 => Duplikacja prefix w pliku 
172.21.159.148/32 => Duplikacja prefix w pliku 
172.21.159.148/32 => Duplikacja prefix w pliku 
172.21.159.148/32 => Duplikacja prefix w pliku 
172.21.159.149/32 => Duplikacja prefix w pliku 
172.21.159.149/32 => Duplikacja prefix w pliku 
172.21.159.149/32 => Duplikacja prefix w pliku 
172.21.159.149/32 => Duplikacja prefix w pliku 
172.21.159.149/32 => Duplikacja prefix w pliku 
172.21.159.150/32 => Duplikacja prefix w pliku 
172.21.159.150/32 => Duplikacja prefix w pliku 
172.21.159.150/32 => Duplikacja prefix w pliku 
172.21.159.150/32 => Duplikacja prefix w pliku 
172.21.159.150/32 => Duplikacja prefix w pliku 
172.21.159.151/32 => Duplikacja prefix w pliku 
172.21.159.151/32 => Duplikacja prefix w pliku 
172.21.159.151/32 => Duplikacja prefix w pliku 
172.21.159.151/32 => Duplikacja prefix w pliku 
172.21.159.151/32 => Duplikacja prefix w pliku 
172.21.159.152/32 => Duplikacja prefix w pliku 
172.21.159.152/32 => Duplikacja prefix w pliku 
172.21.159.152/32 => Duplikacja prefix w pliku 
172.21.159.152/32 => Duplikacja prefix w pliku 
172.21.159.152/32 => Duplikacja prefix w pliku 
172.21.159.153/32 => Duplikacja prefix w pliku 
172.21.159.153/32 => Duplikacja prefix w pliku 
172.21.159.153/32 => Duplikacja prefix w pliku 
172.21.159.153/32 => Duplikacja prefix w pliku 
172.21.159.153/32 => Duplikacja prefix w pliku 
172.21.159.154/32 => Duplikacja prefix w pliku 
172.21.159.154/32 => Duplikacja prefix w pliku 
172.21.159.154/32 => Duplikacja prefix w pliku 
172.21.159.154/32 => Duplikacja prefix w pliku 
172.21.159.154/32 => Duplikacja prefix w pliku 
172.21.159.155/32 => Duplikacja prefix w pliku 
172.21.159.155/32 => Duplikacja prefix w pliku 
172.21.159.155/32 => Duplikacja prefix w pliku 
172.21.159.155/32 => Duplikacja prefix w pliku 
172.21.159.155/32 => Duplikacja prefix w pliku 
172.21.159.156/32 => Duplikacja prefix w pliku 
172.21.159.156/32 => Duplikacja prefix w pliku 
172.21.159.156/32 => Duplikacja prefix w pliku 
172.21.159.156/32 => Duplikacja prefix w pliku 
172.21.159.156/32 => Duplikacja prefix w pliku 
172.21.159.157/32 => Duplikacja prefix w pliku 
172.21.159.157/32 => Duplikacja prefix w pliku 
172.21.159.157/32 => Duplikacja prefix w pliku 
172.21.159.157/32 => Duplikacja prefix w pliku 
172.21.159.157/32 => Duplikacja prefix w pliku 
172.21.159.158/32 => Duplikacja prefix w pliku 
172.21.159.158/32 => Duplikacja prefix w pliku 
172.21.159.158/32 => Duplikacja prefix w pliku 
172.21.159.158/32 => Duplikacja prefix w pliku 
172.21.159.158/32 => Duplikacja prefix w pliku 
172.21.159.159/32 => Duplikacja prefix w pliku 
172.21.159.159/32 => Duplikacja prefix w pliku 
172.21.159.159/32 => Duplikacja prefix w pliku 
172.21.159.159/32 => Duplikacja prefix w pliku 
172.21.159.159/32 => Duplikacja prefix w pliku 
172.18.212.0/24 => Duplikacja prefix w pliku 
172.18.212.0/24 => Duplikacja prefix w pliku 
172.18.212.0/24 => Duplikacja prefix w pliku 
172.18.212.0/24 => Duplikacja prefix w pliku 
172.18.212.0/24 => Duplikacja prefix w pliku 
172.18.180.0/27 => Duplikacja prefix w pliku 
172.18.180.0/27 => Duplikacja prefix w pliku 
172.18.180.0/27 => Duplikacja prefix w pliku 
172.18.180.0/27 => Duplikacja prefix w pliku 
172.18.180.0/27 => Duplikacja prefix w pliku 
172.16.150.0/24 => Duplikacja prefix w pliku 
172.16.150.0/24 => Duplikacja prefix w pliku 
172.16.150.0/24 => Duplikacja prefix w pliku 
172.16.150.0/24 => Duplikacja prefix w pliku 
172.16.150.0/24 => Duplikacja prefix w pliku 
172.16.46.0/24 => Duplikacja prefix w pliku 
172.16.46.0/24 => Duplikacja prefix w pliku 
172.16.46.0/24 => Duplikacja prefix w pliku 
172.16.46.0/24 => Duplikacja prefix w pliku 
172.16.46.0/24 => Duplikacja prefix w pliku 
172.18.214.0/24 => Duplikacja prefix w pliku 
172.18.214.0/24 => Duplikacja prefix w pliku 
172.18.214.0/24 => Duplikacja prefix w pliku 
172.18.214.0/24 => Duplikacja prefix w pliku 
172.18.214.0/24 => Duplikacja prefix w pliku 
172.21.13.0/29 => Duplikacja prefix w pliku 
172.21.13.0/29 => Duplikacja prefix w pliku 
172.21.13.0/29 => Duplikacja prefix w pliku 
172.21.13.0/29 => Duplikacja prefix w pliku 
172.21.13.0/29 => Duplikacja prefix w pliku 
172.21.13.8/29 => Duplikacja prefix w pliku 
172.21.13.8/29 => Duplikacja prefix w pliku 
172.21.13.8/29 => Duplikacja prefix w pliku 
172.21.13.8/29 => Duplikacja prefix w pliku 
172.21.13.8/29 => Duplikacja prefix w pliku 
172.21.45.0/32 => Duplikacja prefix w pliku 
172.21.45.0/32 => Duplikacja prefix w pliku 
172.21.45.0/32 => Duplikacja prefix w pliku 
172.21.45.0/32 => Duplikacja prefix w pliku 
172.21.45.0/32 => Duplikacja prefix w pliku 
172.21.45.8/29 => Duplikacja prefix w pliku 
172.21.45.8/29 => Duplikacja prefix w pliku 
172.21.45.8/29 => Duplikacja prefix w pliku 
172.21.45.8/29 => Duplikacja prefix w pliku 
172.21.45.8/29 => Duplikacja prefix w pliku 
172.21.93.0/29 => Duplikacja prefix w pliku 
172.21.93.0/29 => Duplikacja prefix w pliku 
172.21.93.0/29 => Duplikacja prefix w pliku 
172.21.93.0/29 => Duplikacja prefix w pliku 
172.21.93.0/29 => Duplikacja prefix w pliku 
172.21.93.8/29 => Duplikacja prefix w pliku 
172.21.93.8/29 => Duplikacja prefix w pliku 
172.21.93.8/29 => Duplikacja prefix w pliku 
172.21.93.8/29 => Duplikacja prefix w pliku 
172.21.93.8/29 => Duplikacja prefix w pliku 
172.20.96.0/28 => Duplikacja prefix w pliku 
172.20.96.0/28 => Duplikacja prefix w pliku 
172.20.96.0/28 => Duplikacja prefix w pliku 
172.20.96.0/28 => Duplikacja prefix w pliku 
172.20.96.0/28 => Duplikacja prefix w pliku 
172.20.96.16/28 => Duplikacja prefix w pliku 
172.20.96.16/28 => Duplikacja prefix w pliku 
172.20.96.16/28 => Duplikacja prefix w pliku 
172.20.96.16/28 => Duplikacja prefix w pliku 
172.20.96.16/28 => Duplikacja prefix w pliku 
172.20.96.32/28 => Duplikacja prefix w pliku 
172.20.96.32/28 => Duplikacja prefix w pliku 
172.20.96.32/28 => Duplikacja prefix w pliku 
172.20.96.32/28 => Duplikacja prefix w pliku 
172.20.96.32/28 => Duplikacja prefix w pliku 
172.20.96.48/28 => Duplikacja prefix w pliku 
172.20.96.48/28 => Duplikacja prefix w pliku 
172.20.96.48/28 => Duplikacja prefix w pliku 
172.20.96.48/28 => Duplikacja prefix w pliku 
172.20.96.48/28 => Duplikacja prefix w pliku 
172.20.96.64/28 => Duplikacja prefix w pliku 
172.20.96.64/28 => Duplikacja prefix w pliku 
172.20.96.64/28 => Duplikacja prefix w pliku 
172.20.96.64/28 => Duplikacja prefix w pliku 
172.20.96.64/28 => Duplikacja prefix w pliku 
172.20.96.80/28 => Duplikacja prefix w pliku 
172.20.96.80/28 => Duplikacja prefix w pliku 
172.20.96.80/28 => Duplikacja prefix w pliku 
172.20.96.80/28 => Duplikacja prefix w pliku 
172.20.96.80/28 => Duplikacja prefix w pliku 
172.20.96.96/28 => Duplikacja prefix w pliku 
172.20.96.96/28 => Duplikacja prefix w pliku 
172.20.96.96/28 => Duplikacja prefix w pliku 
172.20.96.96/28 => Duplikacja prefix w pliku 
172.20.96.96/28 => Duplikacja prefix w pliku 
172.20.96.112/28 => Duplikacja prefix w pliku 
172.20.96.112/28 => Duplikacja prefix w pliku 
172.20.96.112/28 => Duplikacja prefix w pliku 
172.20.96.112/28 => Duplikacja prefix w pliku 
172.20.96.112/28 => Duplikacja prefix w pliku 
172.20.96.128/28 => Duplikacja prefix w pliku 
172.20.96.128/28 => Duplikacja prefix w pliku 
172.20.96.128/28 => Duplikacja prefix w pliku 
172.20.96.128/28 => Duplikacja prefix w pliku 
172.20.96.128/28 => Duplikacja prefix w pliku 
172.20.96.144/28 => Duplikacja prefix w pliku 
172.20.96.144/28 => Duplikacja prefix w pliku 
172.20.96.144/28 => Duplikacja prefix w pliku 
172.20.96.144/28 => Duplikacja prefix w pliku 
172.20.96.144/28 => Duplikacja prefix w pliku 
172.20.96.160/28 => Duplikacja prefix w pliku 
172.20.96.160/28 => Duplikacja prefix w pliku 
172.20.96.160/28 => Duplikacja prefix w pliku 
172.20.96.160/28 => Duplikacja prefix w pliku 
172.20.96.160/28 => Duplikacja prefix w pliku 
172.20.96.176/28 => Duplikacja prefix w pliku 
172.20.96.176/28 => Duplikacja prefix w pliku 
172.20.96.176/28 => Duplikacja prefix w pliku 
172.20.96.176/28 => Duplikacja prefix w pliku 
172.20.96.176/28 => Duplikacja prefix w pliku 
172.20.96.192/28 => Duplikacja prefix w pliku 
172.20.96.192/28 => Duplikacja prefix w pliku 
172.20.96.192/28 => Duplikacja prefix w pliku 
172.20.96.192/28 => Duplikacja prefix w pliku 
172.20.96.192/28 => Duplikacja prefix w pliku 
172.20.96.208/28 => Duplikacja prefix w pliku 
172.20.96.208/28 => Duplikacja prefix w pliku 
172.20.96.208/28 => Duplikacja prefix w pliku 
172.20.96.208/28 => Duplikacja prefix w pliku 
172.20.96.208/28 => Duplikacja prefix w pliku 
172.20.96.224/28 => Duplikacja prefix w pliku 
172.20.96.224/28 => Duplikacja prefix w pliku 
172.20.96.224/28 => Duplikacja prefix w pliku 
172.20.96.224/28 => Duplikacja prefix w pliku 
172.20.96.224/28 => Duplikacja prefix w pliku 
172.20.96.240/28 => Duplikacja prefix w pliku 
172.20.96.240/28 => Duplikacja prefix w pliku 
172.20.96.240/28 => Duplikacja prefix w pliku 
172.20.96.240/28 => Duplikacja prefix w pliku 
172.20.96.240/28 => Duplikacja prefix w pliku 
172.20.96.224/29 => Duplikacja prefix w pliku 
172.20.96.224/29 => Duplikacja prefix w pliku 
172.20.96.224/29 => Duplikacja prefix w pliku 
172.20.96.224/29 => Duplikacja prefix w pliku 
172.20.96.224/29 => Duplikacja prefix w pliku 
172.20.96.232/29 => Duplikacja prefix w pliku 
172.20.96.232/29 => Duplikacja prefix w pliku 
172.20.96.232/29 => Duplikacja prefix w pliku 
172.20.96.232/29 => Duplikacja prefix w pliku 
172.20.96.232/29 => Duplikacja prefix w pliku 
172.20.96.240/29 => Duplikacja prefix w pliku 
172.20.96.240/29 => Duplikacja prefix w pliku 
172.20.96.240/29 => Duplikacja prefix w pliku 
172.20.96.240/29 => Duplikacja prefix w pliku 
172.20.96.240/29 => Duplikacja prefix w pliku 
172.20.96.248/29 => Duplikacja prefix w pliku 
172.20.96.248/29 => Duplikacja prefix w pliku 
172.20.96.248/29 => Duplikacja prefix w pliku 
172.20.96.248/29 => Duplikacja prefix w pliku 
172.20.96.248/29 => Duplikacja prefix w pliku 
172.20.96.0/24 => Duplikacja prefix w pliku 
172.20.96.0/24 => Duplikacja prefix w pliku 
172.20.96.0/24 => Duplikacja prefix w pliku 
172.20.96.0/24 => Duplikacja prefix w pliku 
172.20.96.0/24 => Duplikacja prefix w pliku 
172.18.213.0/24 => Duplikacja prefix w pliku 
172.18.213.0/24 => Duplikacja prefix w pliku 
172.18.213.0/24 => Duplikacja prefix w pliku 
172.18.213.0/24 => Duplikacja prefix w pliku 
172.18.213.0/24 => Duplikacja prefix w pliku 
172.20.8.64/27 => Duplikacja prefix w pliku 
172.20.8.64/27 => Duplikacja prefix w pliku 
172.20.8.64/27 => Duplikacja prefix w pliku 
172.20.8.64/27 => Duplikacja prefix w pliku 
172.20.8.64/27 => Duplikacja prefix w pliku 
172.20.136.64/27 => Duplikacja prefix w pliku 
172.20.136.64/27 => Duplikacja prefix w pliku 
172.20.136.64/27 => Duplikacja prefix w pliku 
172.20.136.64/27 => Duplikacja prefix w pliku 
172.20.136.64/27 => Duplikacja prefix w pliku 
126.198.200.0/24 => Duplikacja prefix w pliku 
126.198.200.0/24 => Duplikacja prefix w pliku 
126.198.200.0/24 => Duplikacja prefix w pliku 
126.198.200.0/24 => Duplikacja prefix w pliku 
126.198.200.0/24 => Duplikacja prefix w pliku 
126.198.200.136/32 => Duplikacja prefix w pliku 
126.198.200.136/32 => Duplikacja prefix w pliku 
126.198.200.136/32 => Duplikacja prefix w pliku 
126.198.200.136/32 => Duplikacja prefix w pliku 
126.198.200.136/32 => Duplikacja prefix w pliku 
126.198.200.137/32 => Duplikacja prefix w pliku 
126.198.200.137/32 => Duplikacja prefix w pliku 
126.198.200.137/32 => Duplikacja prefix w pliku 
126.198.200.137/32 => Duplikacja prefix w pliku 
126.198.200.137/32 => Duplikacja prefix w pliku 
126.198.200.139/32 => Duplikacja prefix w pliku 
126.198.200.139/32 => Duplikacja prefix w pliku 
126.198.200.139/32 => Duplikacja prefix w pliku 
126.198.200.139/32 => Duplikacja prefix w pliku 
126.198.200.139/32 => Duplikacja prefix w pliku 
126.198.200.140/32 => Duplikacja prefix w pliku 
126.198.200.140/32 => Duplikacja prefix w pliku 
126.198.200.140/32 => Duplikacja prefix w pliku 
126.198.200.140/32 => Duplikacja prefix w pliku 
